district,date,THFT_RollAvg7,THFT_RollDRate7,THFT_RollARate7,THFT_RollAvgDist7,THFT_RollAvgMaxDist7,THFT_RollAvgCMLen7,THFT_RollAvgLen7,THFT_RollAvgHardship7,THFT_RollAvgCountCMArea7,THFT_RollAvgDRateCMArea7,THFT_RollAvgARateCMArea7,THFT_RollAvgDensity7
1,2025-01-01,18.571428571428573,0.030177345537757444,0.10531139229147037,2.0172977112884687,20.551285393272668,42.9976602922,300.9836220454,8.05062688691037,0.26716257063490517,0.00043412154201258037,0.0015149756613239318,0.03816608151927218
1,2025-01-02,17.714285714285715,0.02396616541353384,0.07425549167035236,2.042487895518268,20.598912287123813,42.9976602922,300.9836220454,7.439739053516143,0.25483199045175575,0.000344769511699903,0.0010682155097605454,0.03640457006453653
1,2025-01-03,17.857142857142858,0.02396616541353384,0.07378863826232249,2.011502815900938,20.57563413542647,42.9976602922,300.9836220454,7.557386112339672,0.2568870871489473,0.000344769511699903,0.0010614995074821414,0.03669815530699248
1,2025-01-04,17.571428571428573,0.02396616541353384,0.07487088934457355,2.0744341741798116,20.66063755280849,42.9976602922,300.9836220454,7.172104727058287,0.25277689375456414,0.000344769511699903,0.0010770684218548048,0.0361109848220806
1,2025-01-05,17.0,0.03587092731829574,0.11356136553504974,2.067490960222829,20.658366604251455,42.9976602922,300.9836220454,6.862580917534477,0.24455650696579784,0.0005160275697992013,0.0016336571106775242,0.03493664385225684
1,2025-01-06,17.857142857142858,0.026942355889724316,0.1241133135869978,2.074543442533028,20.65080015171399,42.9976602922,300.9836220454,6.787905592859153,0.2568870871489473,0.0003875840262247276,0.0017854540258109928,0.03669815530699248
1,2025-01-07,18.285714285714285,0.026942355889724316,0.12728791676160098,2.0208422021121306,20.605582746464798,42.9976602922,300.9836220454,6.470445275398836,0.26305237724052205,0.0003875840262247276,0.0018311228413041391,0.0375789110343603
1,2025-01-08,18.285714285714285,0.019423558897243114,0.14232551074656336,2.111591780410035,20.718694982244035,42.9976602922,300.9836220454,6.079467831789813,0.26305237724052205,0.0002794210421620129,0.0020474488094295684,0.0375789110343603
1,2025-01-09,19.0,0.019423558897243114,0.16180603022708287,2.1162742875467417,20.703859827885275,42.9976602922,300.9836220454,6.074884180147338,0.2733278607264799,0.0002794210421620129,0.002327689268137511,0.039046837246639994
1,2025-01-10,18.142857142857142,0.019423558897243114,0.16577428419533682,2.1191653188182675,20.682880885523975,42.9976602922,300.9836220454,6.551074656337815,0.2609972805433305,0.0002794210421620129,0.0023847752875039434,0.037285325791904356
1,2025-01-11,17.714285714285715,0.026942355889724316,0.16782486519328627,2.0822355965109685,20.645528350529652,42.9976602922,300.9836220454,6.512797144376092,0.2548319904517557,0.0003875840262247276,0.0024142742831574113,0.03640457006453653
1,2025-01-12,18.285714285714285,0.02396616541353384,0.13806296043138147,2.11554358371775,20.65155563471021,42.9976602922,300.9836220454,6.929463811042759,0.26305237724052205,0.000344769511699903,0.0019861291379091655,0.0375789110343603
1,2025-01-13,16.857142857142858,0.02396616541353384,0.118582440950862,2.1106096619610875,20.63356033056193,42.9976602922,300.9836220454,7.444615326194273,0.24250141026860628,0.000344769511699903,0.0017058886792012233,0.0346430586098009
1,2025-01-14,17.285714285714285,0.02396616541353384,0.14125817791231324,2.1392126884579663,20.693196481881028,42.9976602922,300.9836220454,7.109014419164795,0.24866670036018101,0.000344769511699903,0.002032094504152267,0.03552381433716872
1,2025-01-15,17.142857142857142,0.016447368421052638,0.12663829487137757,2.049356081395639,20.565856921118797,42.9976602922,300.9836220454,7.7873769922642095,0.24661160366298943,0.00023660652763718838,0.001821777590696989,0.03523022909471278
1,2025-01-16,16.0,0.016447368421052638,0.12756593865616422,2.0707880898191737,20.624094629489065,42.9976602922,300.9836220454,7.494241556271632,0.2301708300854568,0.00023660652763718838,0.0018351223744449859,0.032881547155065256
1,2025-01-17,17.571428571428573,0.016447368421052638,0.1280835369998495,2.069673596609177,20.589338685097577,42.9976602922,300.9836220454,8.297554185671217,0.2527768937545642,0.00023660652763718838,0.0018425683769710424,0.0361109848220806
1,2025-01-18,16.857142857142858,0.008928571428571437,0.12325002464754017,2.0334648378978795,20.550937218104227,42.9976602922,300.9836220454,8.469412402642217,0.24250141026860625,0.0001284435435744737,0.0017730350300735832,0.0346430586098009
1,2025-01-19,16.714285714285715,0.0,0.14348811988563542,2.033665165095731,20.59338966339517,42.9976602922,300.9836220454,7.9098885931184055,0.24044631357141472,0.0,0.0020641737288423904,0.03434947336734496
1,2025-01-20,17.857142857142858,0.0,0.1577738341713497,2.0064261673048747,20.574677615527,42.9976602922,300.9836220454,7.319412402642216,0.2568870871489473,0.0,0.0022696833985615477,0.03669815530699248
